Direction,Packet Size
receive,50.28953
receive,46.01806
receive,46.72001
receive,52.87136
receive,52.20640
receive,50.62823
send,47.94678
receive,45.55605
send,47.70036
receive,52.11986
send,47.60270
receive,46.77404
send,45.11312
receive,52.14653
send,45.51804
send,50.99462
receive,54.14479
receive,45.21215
send,49.48735
receive,54.16496
receive,46.25795
receive,54.27371
receive,56.06041
receive,54.48072
send,51.05834
send,50.14557
send,48.73604
receive,46.06935
receive,45.26422
receive,54.47241
receive,54.19135
receive,56.55745
send,48.91425
receive,46.16903
receive,50.37160
receive,45.27975
receive,45.89266
receive,46.60090
send,47.87005
receive,45.61174
send,53.23573
receive,50.07411
send,46.60303
send,49.88613
receive,45.03936
receive,56.92212
receive,45.85696
send,52.03987
receive,45.94917
receive,52.39465
send,49.87199
receive,45.76491
receive,55.15630
receive,45.76954
send,48.19304
receive,54.22729
receive,54.63892
send,48.75406
receive,45.12293
receive,50.14472
receive,46.67832
receive,45.07697
send,47.04143
receive,45.77112
receive,50.66276
send,45.54112
receive,53.41082
receive,55.77625
receive,52.92909
send,49.48703
send,48.78542
send,47.99090
receive,54.25493
receive,54.90906
send,48.33357
receive,45.03209
receive,50.34362
receive,46.41447
receive,46.27969
send,46.27362
receive,46.19015
receive,50.13257
send,45.07899
receive,45.10531
receive,50.52345
receive,45.74066
receive,58.92206
receive,68.19928
receive,56.16639
receive,55.70197
receive,55.41375
receive,55.71589
receive,56.25817
receive,55.26342
receive,62.34461
send,50.65666
receive,54.74566
receive,54.38208
receive,53.86336
receive,45.06611
send,47.89534
send,49.41203
receive,54.42423
receive,54.62076
receive,53.92867
receive,46.24925
send,47.48064
send,49.18812
receive,54.13106
receive,45.21188
send,49.36247
receive,54.90080
receive,46.81479
receive,54.69235
receive,55.95755
receive,54.08201
send,52.59463
send,49.04106
receive,46.57335
receive,54.51451
receive,54.05219
receive,54.48458
receive,54.38161
receive,55.44926
receive,50.42427
receive,45.34876
receive,52.05344
receive,52.98631
receive,46.61237
send,45.45960
send,45.19046
send,46.46513
send,49.21500
send,51.83462
receive,54.50117
receive,46.18062
send,49.54944
receive,54.47094
receive,46.25657
send,49.74399
receive,45.04036
receive,56.46567
receive,54.60439
receive,46.88668
receive,52.02870
send,46.55877
send,52.01214
send,49.56678
receive,54.38429
receive,45.70616
receive,54.70529
receive,52.19088
send,47.58298
send,49.77669
receive,54.71812
receive,46.37723
send,51.40618
receive,53.42586
receive,55.55347
send,51.77903
receive,52.83367
send,49.47157
send,50.87477
receive,54.57327
send,49.83708
receive,54.28818
send,50.64461
receive,46.40332
send,50.75816
receive,55.60811
receive,46.81378
receive,45.00956
receive,56.83918
send,47.31233
receive,45.75939
receive,50.61623
receive,45.08635
receive,56.15135
receive,46.74677
receive,45.04600
send,46.86844
receive,46.94041
send,50.30197
receive,54.51409
receive,54.00490
receive,54.92182
send,50.59649
receive,45.80579
receive,50.42180
receive,46.24859
receive,52.62404
receive,45.25306
receive,45.99461
send,47.83769
send,47.50046
receive,50.75303
receive,45.13057
receive,52.37742
send,46.84065
send,49.41169
receive,54.88952
receive,46.78683
receive,54.09456
receive,52.65349
send,46.63422
send,50.07586
receive,54.90392
receive,45.11918
receive,54.78281
receive,52.09922
send,47.51993
send,49.79901
receive,54.47019
receive,45.33935
send,50.69008
send,50.46829
receive,45.02207
receive,54.93368
receive,54.47432
receive,45.09538
receive,46.75987
receive,50.66141
receive,50.66230
receive,50.77897
receive,45.72801
send,47.99792
receive,50.45068
send,45.82412
send,48.26608
receive,46.22220
send,48.17176
receive,45.72596
receive,46.06841
receive,54.10571
receive,50.65053
receive,54.71583
receive,54.01827
receive,54.48883
receive,46.21611
receive,50.14108
send,47.00820
receive,45.89983
receive,52.59473
receive,52.28454
send,45.30752
receive,45.94476
send,47.68201
send,46.18234
receive,52.99501
send,45.35267
send,45.47293
send,47.80058
send,49.28415
send,47.94451
receive,54.10690
receive,46.32985
send,50.92798
receive,54.28092
receive,46.90374
receive,46.65399
receive,52.53837
receive,54.38990
receive,56.08081
receive,54.10751
send,52.62669
send,49.72932
send,48.90366
receive,45.28673
receive,55.99478
send,48.24554
receive,46.46405
receive,54.94431
receive,54.06565
receive,46.41858
receive,45.66038
receive,50.76740
receive,46.05343
receive,46.91973
send,45.21166
receive,46.87555
send,52.72551
receive,45.83870
receive,50.89332
send,45.80819
send,49.61235
receive,46.59570
receive,55.64127
receive,45.52475
send,52.81968
send,49.51457
receive,45.04183
receive,55.63321
receive,46.24596
send,48.69429
send,48.61629
receive,46.63030
receive,54.81101
receive,54.44368
receive,46.71724
receive,46.28967
receive,50.53234
receive,50.56100
receive,46.33318
send,45.98405
send,46.13105
receive,53.80629
receive,56.64542
receive,53.70070
send,49.35233
send,48.65770
send,46.98362
send,48.78826
receive,46.90791
receive,54.27945
receive,54.39768
receive,46.39522
receive,45.49391
receive,50.27942
receive,50.32422
receive,46.39259
send,46.74431
send,47.14486
receive,68.18569
receive,54.79799
receive,55.50035
receive,54.57610
send,52.71090
send,49.90850
send,50.77163
receive,45.61717
receive,46.55694
receive,54.80831
receive,54.52078
receive,54.34721
receive,54.95356
receive,56.27318
receive,50.09324
receive,45.95203
receive,52.46075
receive,52.69008
receive,45.85091
send,46.32577
receive,45.84780
send,46.59288
send,47.22816
send,50.06351
receive,54.11414
send,51.28720
send,49.67586
receive,46.78396
receive,55.64936
send,49.54273
receive,54.79952
receive,45.87498
receive,46.42515
send,52.55028
send,50.65461
receive,46.22405
receive,56.15716
receive,54.93691
receive,46.78467
receive,52.09067
send,47.88719
send,50.70391
receive,54.59220
receive,45.44534
receive,54.16332
receive,52.19402
send,45.40470
send,49.58251
receive,54.00379
receive,45.39941
receive,53.75566
receive,56.42472
receive,53.37779
send,49.40548
receive,54.28025
receive,55.30424
send,50.14484
receive,54.81338
receive,54.10198
receive,54.39355
receive,50.27787
receive,46.80767
send,46.70442
send,46.82014
send,52.76472
send,48.00247
send,48.49017
receive,46.18239
receive,46.18265
receive,46.08953
receive,54.41770
receive,54.10263
receive,54.29762
receive,54.90015
send,49.54745
send,50.53727
send,49.06099
receive,50.82510
receive,45.86606
receive,45.39849
receive,52.72688
receive,52.97921
receive,56.86554
send,47.57282
send,46.31848
receive,45.72787
send,45.48711
send,47.31537
send,49.49139
receive,54.17962
send,51.47658
receive,46.91526
send,50.60905
receive,54.99830
receive,46.35166
send,50.66338
receive,45.81132
receive,56.56080
receive,45.37209
send,52.75952
send,51.59616
send,51.07623
receive,53.44165
receive,55.71841
receive,52.66565
send,49.61115
receive,75.07811
send,52.03094
send,49.53334
receive,46.29210
receive,55.46445
receive,45.57229
send,48.62229
receive,54.31030
receive,54.32308
receive,45.92380
receive,46.87208
receive,45.35239
receive,50.01985
receive,50.27710
receive,46.57747
send,49.16436
send,47.19240
send,46.39295
send,50.53963
receive,45.32719
send,45.34621
receive,55.87144
receive,45.87216
send,49.83193
receive,45.12054
receive,55.38459
receive,56.24660
receive,46.64396
receive,45.49647
receive,45.16667
receive,71.82873
receive,74.31120
receive,68.48107
send,48.32534
receive,46.94813
send,48.17584
receive,45.59583
receive,54.43821
receive,54.39815
receive,54.05198
receive,46.73289
receive,50.40888
receive,50.54255
receive,46.79908
send,47.39253
send,46.13557
send,48.12651
receive,54.53920
receive,54.43791
send,48.60107
receive,45.81484
receive,50.36491
receive,46.67367
receive,45.70326
receive,46.86751
receive,50.07206
send,45.50077
send,45.32446
send,50.51350
receive,45.82363
receive,46.00346
receive,46.32511
receive,53.52144
send,46.30780
send,49.18211
receive,46.39286
receive,45.11062
receive,46.83993
receive,52.19332
send,45.04040
receive,68.78067
receive,56.82449
receive,56.90540
receive,56.76850
receive,56.72867
receive,54.56691
receive,54.66607
receive,68.35231
receive,50.90997
receive,54.07131
receive,55.71020
send,46.50797
receive,46.55483
receive,51.71933
receive,45.48499
receive,60.24896
receive,54.29101
send,52.41480
receive,46.39829
receive,45.69344
receive,56.62161
receive,50.63076
receive,45.34676
receive,52.05733
receive,52.42303
receive,45.09812
send,46.82357
send,45.85949
send,45.72367
send,49.15067
receive,54.44682
send,52.46048
receive,46.34752
send,49.13428
receive,46.22696
receive,56.63083
send,49.37824
receive,54.69601
receive,45.55953
receive,45.60291
send,51.92837
send,49.57901
receive,45.09440
receive,55.07832
receive,54.93530
receive,46.16825
receive,52.70957
send,45.18233
send,50.51868
receive,54.96350
receive,45.96614
receive,54.89172
receive,52.04703
send,45.89840
send,49.05479
receive,54.82979
receive,46.46910
receive,53.35059
receive,55.82095
receive,52.80991
send,49.32805
send,50.04505
receive,54.63197
send,45.02493
receive,54.32105
receive,50.69510
receive,45.70495
send,47.67244
send,50.65677
send,50.29389
receive,45.81877
receive,54.30058
receive,45.05098
receive,54.46197
receive,54.30727
receive,46.12088
receive,50.60984
receive,50.47205
receive,46.51144
receive,52.17128
receive,46.85735
receive,52.35133
send,45.71515
send,46.39958
send,47.89623
send,49.05437
receive,54.73508
receive,46.26683
receive,54.44980
receive,52.69388
send,45.00195
send,50.70627
receive,54.23963
receive,46.77506
receive,54.87468
receive,52.59569
send,47.32974
send,49.86633
receive,54.04163
receive,45.44785
send,50.22492
send,50.39403
receive,46.17722
receive,54.44776
receive,54.25571
receive,45.91990
receive,46.12823
receive,50.19235
receive,50.30183
receive,45.01825
send,45.05175
send,45.60208
send,48.28084
send,48.75913
receive,46.07062
receive,54.27067
receive,54.85446
receive,54.63857
receive,54.96777
receive,54.03087
receive,46.51495
receive,50.79169
receive,46.09470
receive,52.07625
receive,52.53789
receive,45.21620
send,46.71758
receive,50.76838
send,45.40707
receive,46.28151
receive,52.78332
send,45.17813
send,45.00309
send,45.12945
send,45.44551
send,49.77123
receive,54.59840
receive,52.83311
receive,45.98084
send,49.54472
receive,54.30642
receive,45.70602
receive,45.59021
receive,52.12240
send,48.33762
send,48.81679
receive,45.13980
receive,54.35270
receive,54.47933
receive,46.38239
receive,46.30918
receive,50.86214
receive,46.82901
receive,50.52484
send,45.20402
send,47.29667
receive,54.78311
receive,56.18237
receive,54.14716
send,52.74123
send,50.87330
receive,46.46233
receive,56.44952
send,48.89803
receive,54.23564
send,48.06336
receive,54.50158
receive,46.71366
receive,46.84168
receive,50.56335
receive,45.47206
receive,45.58300
receive,45.60034
send,46.07298
send,52.70929
send,53.10347
receive,50.68237
send,45.73021
send,50.59410
receive,46.18471
receive,55.85558
receive,45.53239
send,53.20047
send,50.22848
receive,46.90049
receive,55.67307
receive,46.32671
receive,52.34050
receive,56.06703
receive,52.15848
send,49.50974
send,48.97965
send,45.81582
send,48.70480
receive,54.82690
receive,54.00808
receive,45.86584
receive,46.35716
receive,50.41538
receive,45.30053
receive,45.35180
send,46.79780
send,46.51770
receive,45.12056
receive,50.27425
send,45.77253
receive,75.35116
receive,75.12743
receive,71.80977
receive,56.42476
receive,56.38279
receive,55.55485
receive,55.83718
receive,55.62316
receive,55.68607
send,53.40168
send,53.38548
send,52.84208
receive,75.63211
send,51.02082
receive,70.22770
receive,71.64177
send,53.85783
receive,55.92571
send,52.67144
receive,56.72404
receive,55.40740
receive,56.03435
receive,55.72223
receive,55.99894
receive,54.15459
receive,56.79644
receive,54.65594
send,52.31541
send,50.87104
receive,46.76879
receive,54.49584
receive,54.50137
receive,54.69994
receive,54.65981
receive,55.92383
receive,50.77852
receive,45.36822
receive,52.01748
receive,52.31611
receive,46.01042
send,45.60122
send,47.27557
send,46.73387
send,49.22450
receive,54.03133
send,52.96478
receive,45.47907
send,49.40161
receive,45.30829
receive,56.11588
send,49.27214
receive,54.51612
receive,46.54671
receive,46.17932
send,52.87167
send,49.58174
receive,45.97583
receive,56.66869
receive,54.29783
receive,45.37785
receive,52.63109
send,46.95161
send,49.72537
receive,54.83003
receive,45.66308
receive,54.03835
receive,52.76428
send,46.98345
send,49.04109
receive,54.39171
receive,46.21338
receive,53.09907
receive,55.63573
receive,53.04236
send,49.24101
send,50.94418
receive,54.98072
send,46.25703
receive,54.80942
receive,50.86825
receive,46.24884
send,45.40898
send,50.72397
send,50.85190
receive,45.69874
receive,54.01833
receive,54.05225
receive,46.70050
receive,54.84188
receive,46.62710
receive,50.17254
receive,50.13922
receive,45.79756
receive,45.49869
receive,52.41378
send,47.62368
send,45.95921
receive,46.18168
send,45.40265
send,46.34012
receive,52.14638
send,47.96264
send,47.16247
send,50.79899
send,47.24249
receive,54.73034
receive,46.62615
receive,54.41407
receive,52.81094
send,45.30166
send,49.26511
receive,54.73937
receive,45.12028
receive,54.86532
receive,56.94676
receive,54.54172
receive,54.98793
send,52.24795
send,49.10498
send,48.60572
receive,45.29255
receive,56.60094
receive,45.93460
receive,52.89209
receive,46.95707
receive,45.72341
send,46.94967
receive,46.40359
send,48.05061
receive,50.92465
receive,45.67769
receive,52.28665
receive,54.12043
receive,54.82186
receive,54.13068
send,46.95041
send,46.04056
receive,45.97097
send,45.47619
receive,52.78988
receive,50.20590
receive,46.74633
receive,52.86596
send,51.94177
send,47.25081
send,47.53456
send,50.06931
send,50.24219
receive,46.70151
receive,54.21293
receive,56.19736
receive,46.46192
receive,45.44488
send,49.30547
receive,54.56411
send,51.02652
receive,46.32903
receive,54.86868
send,50.06717
receive,46.90244
receive,55.18921
receive,52.05233
send,45.28989
receive,46.90143
send,50.34808
receive,54.63486
receive,45.55479
receive,50.72119
send,45.99636
receive,46.48405
send,46.84384
receive,46.12433
receive,52.00357
send,48.42560
receive,54.47629
receive,54.22782
receive,50.22073
receive,45.71654
send,47.64185
receive,53.73035
receive,55.99500
receive,52.66302
send,49.58394
send,48.03083
send,47.10836
receive,46.94537
send,48.81109
receive,54.93671
receive,45.01751
receive,54.29037
receive,45.56048
receive,50.21745
receive,50.47046
receive,45.22342
send,47.46021
send,45.59115
send,48.12935
send,48.72553
send,48.49978
receive,54.03098
receive,45.21184
receive,45.66420
receive,50.55667
receive,50.88088
send,45.14373
receive,46.87268
send,46.17650
send,47.88890
send,48.91900
receive,54.02997
receive,54.21274
send,48.87800
receive,46.63755
receive,50.93408
receive,45.47795
receive,45.45479
receive,45.56461
send,46.69373
receive,50.47824
send,45.28284
send,50.61089
receive,54.27483
receive,54.24356
receive,53.60197
receive,45.94528
send,45.47836
send,49.73382
receive,54.04149
receive,54.17037
receive,53.73827
receive,46.94692
send,45.84205
send,50.68029
receive,54.76528
receive,45.02579
send,49.73431
receive,54.84659
receive,46.44535
receive,54.21550
receive,55.82348
receive,54.47569
send,53.91142
send,49.72447
send,50.92077
receive,45.18148
receive,54.56550
receive,54.72239
receive,54.23306
receive,54.36571
receive,56.56722
receive,50.64279
receive,45.08009
receive,52.03724
receive,46.04992
send,45.08787
send,47.31682
send,50.55305
receive,54.53428
send,52.03104
send,49.22009
receive,46.98947
receive,46.13121
receive,55.80737
receive,54.52781
receive,45.93530
receive,46.57317
send,50.13057
receive,46.60987
receive,55.64702
receive,54.81225
receive,45.74013
receive,52.61242
receive,54.75306
receive,45.23509
receive,54.15014
receive,52.13376
send,46.48869
send,50.98191
receive,54.47457
receive,45.25569
receive,52.79085
receive,56.09559
receive,53.57294
send,49.39688
send,50.87066
receive,54.32031
send,46.29578
receive,54.29352
receive,50.37242
receive,46.48426
send,47.50267
send,50.41237
receive,54.25605
receive,54.88591
send,50.48586
receive,54.94071
receive,54.85362
receive,50.09357
receive,45.31965
receive,45.97125
receive,52.44993
receive,46.31720
send,46.31382
send,47.53065
receive,46.50922
receive,45.48382
send,49.00681
receive,50.24393
receive,54.12870
receive,46.41954
receive,52.68841
send,45.50987
send,45.62080
send,45.58741
receive,52.91239
receive,46.99005
send,45.61274
receive,54.74096
receive,52.10588
send,47.60964
send,49.82591
receive,54.83886
receive,46.13305
receive,54.34702
receive,52.76807
send,45.77456
send,49.20491
receive,54.12446
receive,46.64238
send,50.60043
receive,54.15450
receive,54.20004
send,50.22761
receive,46.91482
receive,50.06516
receive,45.76640
receive,46.95918
send,46.94370
receive,46.23717
receive,45.18761
receive,50.95095
send,46.08732
send,48.16544
receive,46.92264
send,48.85853
receive,45.55634
receive,54.05390
receive,54.55692
receive,46.29428
receive,54.67248
receive,54.73784
receive,50.37246
receive,50.06880
receive,46.10533
receive,52.15680
receive,45.48691
receive,52.30179
receive,52.13102
receive,46.04349
send,45.95134
receive,52.31152
send,47.63476
send,46.70157
send,46.18621
send,50.66456
receive,54.04032
receive,46.78306
send,49.07995
receive,54.60643
receive,46.10420
receive,46.39892
receive,52.33354
send,48.19603
receive,54.26655
receive,54.16958
send,48.47454
receive,46.39286
receive,50.50468
receive,46.59303
receive,45.03643
receive,46.33578
send,47.24852
receive,50.10789
send,45.16299
receive,54.48214
receive,55.95285
receive,54.37875
send,53.70781
send,49.59737
send,48.65970
receive,45.14758
receive,45.03121
receive,54.68693
receive,54.17939
receive,55.75570
send,48.95951
receive,50.72077
receive,46.72898
receive,46.95668
receive,45.24213
receive,46.16221
receive,46.96323
send,47.53213
receive,50.99754
send,46.49183
send,53.20560
send,49.00664
receive,45.81766
receive,56.92978
receive,45.94674
send,52.26518
send,49.13667
receive,46.06549
receive,56.00127
receive,46.69808
receive,53.80115
receive,56.83717
receive,53.21691
send,49.47752
send,48.44192
receive,54.68000
send,45.24944
receive,54.97354
send,48.78944
receive,46.19087
receive,50.40194
receive,46.92108
receive,46.62769
receive,45.18437
receive,50.61972
send,45.10987
send,50.05685
receive,46.73910
receive,46.90126
receive,45.15914
receive,53.76804
send,45.85948
send,49.17588
receive,45.81362
receive,45.48924
receive,46.47099
receive,53.06502
send,46.88376
receive,50.17032
receive,55.59847
receive,50.32657
send,51.34010
send,49.41455
receive,45.11825
receive,56.41576
receive,45.50582
receive,54.12984
receive,46.06844
receive,46.57607
receive,54.15724
receive,54.31999
receive,54.10278
receive,56.35866
receive,50.83586
receive,52.62067
receive,52.26665
receive,46.48795
receive,46.34514
receive,54.16168
receive,52.84353
receive,54.53504
send,47.63556
receive,46.40652
receive,45.92296
receive,54.31833
receive,45.54379
receive,54.86632
receive,46.61227
receive,54.29279
receive,50.82606
receive,50.43694
receive,46.88404
receive,52.63331
receive,45.01491
receive,52.36099
receive,54.60535
receive,54.57543
receive,54.76074
receive,56.50579
receive,52.17669
receive,54.70955
receive,54.87730
receive,45.66510
send,48.58586
receive,45.10915
receive,46.00723
receive,45.29375
send,48.39261
receive,50.45932
send,50.06685
receive,54.69824
receive,46.91332
receive,54.16776
receive,54.64387
receive,56.17275
receive,56.55735
receive,50.12917
receive,46.50986
receive,52.80649
send,46.98268
send,45.35492
receive,45.50763
