Direction,Packet Size
receive,45.63536
receive,56.52708
receive,50.08277
receive,55.36163
receive,50.36988
send,46.37091
send,47.90797
send,45.48557
receive,45.54676
send,53.66064
send,45.17150
send,46.41865
send,47.70607
send,46.15442
receive,45.26665
send,47.58648
send,45.35125
send,47.17338
receive,45.46955
send,45.26370
send,50.86289
receive,46.08221
receive,56.37288
receive,45.13358
send,48.42746
send,48.10908
receive,45.90712
receive,54.61016
receive,54.74652
receive,45.54709
receive,46.68986
receive,50.70742
receive,50.80746
receive,45.63096
send,45.21213
send,47.33439
receive,53.82430
receive,55.24285
receive,52.18327
send,49.29901
send,48.56677
send,46.56589
receive,46.53579
receive,45.56937
send,48.76264
receive,54.99764
receive,46.54242
receive,54.49182
receive,54.36501
receive,46.99395
receive,50.97704
send,46.54052
receive,50.39865
receive,45.55563
send,47.60570
receive,54.47932
receive,55.71853
receive,54.68017
send,52.40215
send,49.39909
send,50.20369
receive,46.53786
receive,54.90244
receive,54.03775
receive,54.43467
receive,54.09795
receive,55.36947
receive,50.96562
receive,46.61170
receive,52.30805
receive,52.78656
receive,45.52241
send,45.04572
send,45.80325
send,47.62752
send,49.19453
receive,54.86476
send,52.71226
receive,45.18559
receive,45.84016
send,49.08736
receive,46.08850
receive,56.86008
send,50.24240
receive,54.44651
receive,45.02602
receive,45.98882
send,53.15138
send,49.73258
receive,46.62430
receive,55.39005
receive,54.68881
receive,45.50520
receive,52.69183
send,46.83422
send,49.99994
receive,54.59459
receive,45.92428
receive,54.87806
receive,52.50540
send,46.12148
send,49.42059
receive,54.00587
receive,45.69881
receive,52.43575
receive,55.33812
receive,53.16808
send,49.92668
send,50.91359
receive,54.67071
receive,54.08899
send,47.69023
receive,50.33804
receive,46.06013
send,46.56609
receive,57.60056
receive,54.06802
receive,56.89793
receive,54.23315
send,53.59218
send,49.83078
receive,46.27668
receive,46.34246
send,48.93145
receive,54.54660
receive,54.15398
receive,54.71915
receive,54.40135
receive,56.16793
receive,50.30934
receive,45.50771
receive,45.60968
receive,52.78579
receive,52.92451
receive,46.01542
send,45.80628
receive,45.01882
receive,45.90398
send,47.81852
receive,50.08506
send,47.99665
send,49.84815
send,46.60785
receive,54.72457
send,50.45604
receive,46.79418
receive,56.41763
receive,45.71363
receive,46.91933
send,50.84036
receive,54.08765
send,53.58452
receive,45.06147
send,50.98365
receive,46.97431
receive,56.69169
receive,45.53210
send,49.87466
receive,54.25422
receive,46.17230
receive,52.60755
receive,56.66540
receive,52.58456
send,49.15588
send,48.59769
send,45.44784
send,48.05675
receive,45.22606
receive,54.80690
receive,54.46372
receive,45.68027
receive,45.48597
receive,50.42711
receive,45.20636
receive,50.02790
send,46.79612
send,46.44757
receive,61.10753
receive,68.05372
send,48.21388
receive,54.30679
receive,54.53004
send,48.55388
receive,45.95264
receive,50.06881
receive,46.13042
receive,46.83724
receive,46.04317
send,45.91301
receive,51.87674
send,46.15334
send,48.82139
receive,54.25562
receive,54.74900
send,48.31745
receive,45.13188
receive,50.02444
receive,46.02393
receive,46.87251
receive,46.38606
send,45.39137
receive,50.83393
send,46.25036
receive,55.49755
receive,56.92588
receive,56.67136
receive,56.55758
send,50.69690
receive,45.25563
receive,45.05407
receive,45.80829
receive,52.98499
send,45.79291
send,50.89055
receive,45.07170
receive,46.50051
receive,46.76387
receive,53.68200
send,47.12953
receive,54.67358
receive,54.19788
receive,68.65348
receive,51.42661
receive,54.58458
receive,56.21543
send,46.46353
receive,54.05536
receive,55.94588
send,45.10700
receive,54.98901
receive,56.75423
send,47.57101
receive,56.66181
receive,56.85317
receive,55.36294
receive,54.87141
receive,54.04725
receive,56.76381
receive,54.49196
send,53.57780
send,50.69387
receive,46.69952
send,50.52902
receive,55.30112
receive,54.05861
receive,54.78282
receive,54.76234
receive,54.41953
receive,45.06831
receive,50.43899
receive,45.45360
receive,52.23139
send,47.61865
send,47.56518
send,46.70012
send,51.60589
send,50.11292
receive,54.42897
send,50.11309
receive,46.12092
receive,46.17360
receive,55.37262
send,49.42936
receive,54.25561
receive,46.71870
receive,46.81516
send,53.22028
send,49.18614
receive,46.35064
receive,55.91563
receive,54.53585
receive,46.97188
receive,52.66638
send,47.23858
send,50.53159
receive,54.80134
receive,46.15152
receive,54.64029
receive,52.92067
send,47.20670
send,49.60691
receive,54.87483
receive,46.51340
receive,52.49073
receive,56.57504
receive,52.57180
send,49.09368
send,50.58634
receive,54.86109
send,46.08883
receive,54.84530
receive,50.90825
receive,46.75430
send,46.62113
send,50.69461
receive,46.66628
send,50.90865
receive,54.59940
receive,54.23183
receive,54.36460
receive,46.99589
receive,50.24916
receive,46.32590
receive,46.69323
receive,51.50106
receive,52.42982
receive,46.04571
send,45.78099
receive,52.05506
send,47.32089
send,46.49633
send,50.08592
receive,54.56421
receive,45.82843
receive,54.77182
receive,52.75417
send,47.47099
send,50.25743
receive,54.22337
receive,46.91091
receive,54.85200
receive,52.14224
send,47.96967
send,50.70343
receive,54.31903
receive,45.77083
send,50.81434
receive,46.03446
send,50.94662
receive,45.50568
receive,54.81520
receive,54.05825
receive,45.49589
receive,50.09103
send,47.74702
receive,50.20209
receive,45.82490
send,45.79859
send,48.81761
send,48.94396
receive,54.12433
receive,54.26617
receive,46.90955
receive,54.50086
receive,54.58197
receive,45.37958
receive,50.01926
receive,45.62897
receive,45.93143
receive,52.29319
receive,52.91720
receive,50.90165
send,47.87202
receive,46.36139
send,47.16414
receive,52.97194
send,47.35039
receive,46.27901
send,47.17029
receive,52.90389
send,45.33043
send,50.93416
receive,54.38530
receive,45.06050
send,50.72559
receive,54.23675
receive,45.11185
receive,54.07117
receive,55.56578
receive,54.72547
send,51.39208
send,50.54592
send,48.68531
receive,45.19857
receive,46.63338
receive,54.66722
receive,54.23742
receive,55.09253
send,48.30214
receive,46.50051
receive,50.65153
receive,45.39024
receive,45.43987
receive,45.33589
send,45.59389
receive,45.09140
send,53.93350
receive,50.99803
send,47.86955
send,50.25545
receive,45.46958
receive,55.92632
receive,45.72497
send,51.31639
receive,45.28133
receive,52.87897
send,50.50837
receive,46.11181
receive,56.34317
receive,45.10952
send,48.23759
receive,54.11263
receive,54.89356
send,48.78603
receive,45.59065
receive,50.87861
receive,46.08319
receive,45.36303
send,45.71683
receive,45.94805
receive,50.02848
send,47.26880
receive,52.47501
receive,55.15099
receive,52.28075
send,49.40050
send,48.52116
send,47.17118
receive,54.16756
receive,54.53634
send,48.40428
receive,46.22330
receive,50.27516
receive,45.40212
receive,46.20714
send,46.65827
receive,46.07243
receive,50.87821
send,46.15566
receive,46.40513
receive,51.39591
receive,45.71933
receive,59.66821
receive,63.18377
receive,56.40833
receive,56.66174
receive,56.96291
receive,55.06185
receive,56.32588
receive,55.08273
receive,72.72777
send,49.79390
receive,54.17643
receive,54.63567
receive,53.01362
receive,45.87085
send,46.46474
send,50.58579
receive,54.43994
receive,54.22095
receive,53.64961
receive,45.52318
send,47.91076
send,49.78104
receive,54.36834
receive,45.89471
send,49.46540
receive,54.65043
receive,45.10023
receive,54.02266
receive,56.54529
receive,54.96469
send,51.43366
send,49.06877
receive,45.79019
receive,54.14354
receive,54.19925
receive,54.68076
receive,54.34679
receive,55.94331
receive,50.70434
receive,45.62628
receive,52.53436
receive,52.40159
receive,45.11194
send,46.52847
send,45.98175
send,45.44050
send,50.43294
send,52.54391
receive,54.58496
receive,46.39785
send,49.99391
receive,54.09799
receive,45.52709
send,50.83505
receive,45.92939
receive,55.37802
receive,54.23966
receive,46.09121
receive,52.53640
send,45.90819
send,52.72473
send,49.41020
receive,54.24833
receive,46.24097
receive,54.23116
receive,52.08803
send,46.33105
send,50.38463
receive,54.54792
receive,45.14153
send,52.37811
receive,52.44220
receive,55.99075
send,51.83558
receive,53.20669
send,49.41906
send,50.25148
receive,54.67579
send,50.97086
receive,54.97541
send,50.22629
receive,45.82168
send,50.86935
receive,55.33501
receive,46.00951
receive,46.07363
receive,56.70648
send,45.83603
receive,45.39744
receive,50.83435
receive,45.61772
receive,55.59359
receive,46.56845
receive,45.13816
send,45.57204
receive,45.89168
send,50.23495
receive,54.11598
receive,54.71578
receive,54.54543
send,50.54471
receive,46.94636
receive,50.80279
receive,45.77979
receive,52.73504
receive,46.89444
receive,46.34029
send,46.24572
send,45.70767
receive,50.39347
receive,46.46290
receive,52.76602
send,46.18277
send,50.71303
receive,54.74222
receive,45.37752
receive,54.97317
receive,52.44806
send,45.63265
send,50.19096
receive,54.45753
receive,46.54030
receive,54.41229
receive,52.73972
send,45.01404
send,49.64869
receive,54.90032
receive,45.54400
send,50.63422
send,50.92241
receive,46.80291
receive,54.41586
receive,54.18749
receive,46.52284
receive,46.50133
receive,51.68436
receive,50.36762
receive,50.60107
receive,46.89310
send,45.07863
receive,50.77111
send,45.24477
send,48.40462
receive,46.46619
send,48.96150
receive,46.78096
receive,46.01706
receive,54.82438
receive,50.95210
receive,54.26221
receive,54.42225
receive,54.41618
receive,45.48317
receive,50.01004
send,46.81172
receive,45.46383
receive,52.03121
receive,52.69513
send,46.05159
receive,46.17488
send,45.98777
send,47.94119
receive,52.66771
send,45.06280
send,45.55673
send,46.63792
send,49.19761
send,47.60226
receive,54.87579
receive,46.05345
send,50.95556
receive,54.48753
receive,46.05263
receive,46.36566
receive,52.24405
receive,54.28686
receive,55.43860
receive,54.25813
send,51.49947
send,50.08050
send,48.83785
receive,46.80238
receive,56.98601
send,48.95363
receive,46.15371
receive,54.99803
receive,54.66589
receive,45.79995
receive,45.04128
receive,50.67981
receive,46.59551
receive,45.75335
send,45.32516
receive,46.13560
send,51.58258
receive,45.39185
receive,50.73380
send,47.21586
send,50.23199
receive,46.26570
receive,56.18146
receive,46.91041
send,51.90468
send,49.93106
receive,45.76760
receive,55.32573
receive,45.36292
send,48.86085
send,48.20978
receive,46.48486
receive,54.80404
receive,54.58438
receive,45.31096
receive,45.93910
receive,50.16996
receive,50.45267
receive,46.37103
send,45.12598
send,45.22938
receive,52.81309
receive,55.12987
receive,53.47457
send,49.68002
send,48.06719
send,46.51204
send,48.47618
receive,45.00369
receive,54.85965
receive,54.66947
receive,45.73330
receive,46.62515
receive,50.99774
receive,50.41839
receive,45.33773
send,47.66169
send,47.89085
receive,68.27403
receive,54.76074
receive,55.47874
receive,54.51589
send,51.02447
send,49.32061
send,50.38428
receive,45.04084
receive,46.57065
receive,54.50971
receive,54.24591
receive,54.54943
receive,54.26519
receive,55.79598
receive,50.74560
receive,45.80095
receive,52.67659
receive,52.95297
receive,46.14968
send,45.65612
receive,46.84178
send,47.83879
send,46.13917
send,50.83305
receive,54.72743
send,51.86721
send,49.54376
receive,45.98969
receive,56.11678
send,49.73785
receive,54.47429
receive,46.68945
receive,46.18903
send,53.13557
send,49.10933
receive,46.92735
receive,56.81528
receive,54.17263
receive,46.18251
receive,52.61424
send,46.42359
send,49.59016
receive,54.10728
receive,45.58656
receive,54.30435
receive,52.96065
send,46.97390
send,50.38321
receive,54.08040
receive,45.67617
receive,52.40622
receive,55.92838
receive,53.31809
send,49.89344
receive,54.02847
receive,56.19231
send,50.93159
receive,54.67667
receive,54.19881
receive,54.58582
receive,51.94521
receive,45.66672
send,47.35774
send,47.37983
send,53.54477
send,48.95520
send,48.72786
receive,46.28854
receive,45.35185
receive,46.46470
receive,54.71537
receive,54.04230
receive,54.31276
receive,54.20030
send,50.34068
send,49.19865
send,50.67818
receive,50.60062
receive,45.75596
receive,45.24108
receive,52.51617
receive,52.45927
receive,56.87359
send,47.21612
send,46.00274
receive,45.86104
send,46.88149
send,47.84583
send,50.76741
receive,54.57181
send,53.06317
receive,45.59480
send,50.25789
receive,54.26583
receive,46.31766
send,49.60196
receive,46.57689
receive,56.58899
receive,46.86964
send,51.29661
send,52.14790
send,51.99564
receive,52.54150
receive,55.48131
receive,53.53924
send,49.95100
receive,75.14061
send,53.64172
send,50.57142
receive,46.78248
receive,55.59740
receive,45.69425
send,48.45090
receive,54.26067
receive,54.18538
receive,46.43208
receive,45.57113
receive,45.84545
receive,50.46008
receive,50.42713
receive,45.00486
send,50.13063
send,46.75525
send,45.95984
send,49.27065
receive,46.04959
send,47.36914
receive,56.29210
receive,45.11131
send,49.02229
receive,46.29539
receive,56.41091
receive,56.20568
receive,45.46338
receive,45.17969
receive,45.97917
receive,73.09272
receive,69.55977
receive,67.95441
send,48.27809
receive,46.82706
send,48.40332
receive,45.42385
receive,54.85382
receive,54.91636
receive,54.62585
receive,46.14246
receive,50.01442
receive,50.73299
receive,46.63436
send,47.30391
send,46.46266
send,48.38802
receive,54.29104
receive,54.01184
send,48.85034
receive,46.50636
receive,50.63797
receive,45.10065
receive,46.56696
receive,46.61466
receive,50.06489
send,45.71347
send,47.79806
send,50.95148
receive,45.20114
receive,45.56271
receive,45.15731
receive,53.13567
send,46.24243
send,50.96988
receive,45.39965
receive,45.62860
receive,46.69131
receive,52.65510
send,46.12588
receive,68.87015
receive,55.49195
receive,56.89438
receive,56.46085
receive,55.18995
receive,54.87371
receive,54.99854
receive,68.56657
receive,51.33809
receive,54.62210
receive,55.40939
send,46.76096
receive,46.36467
receive,51.83675
receive,45.92569
receive,60.08593
receive,54.08446
send,53.70585
receive,45.89423
receive,46.77665
receive,55.37251
receive,50.09917
receive,45.84540
receive,52.30004
receive,52.20391
receive,45.23763
send,46.17679
send,47.58398
send,45.40985
send,49.55201
receive,54.07123
send,52.23167
receive,45.53810
send,50.40675
receive,46.70560
receive,55.97716
send,50.78366
receive,54.85284
receive,45.00537
receive,45.53855
send,52.39346
send,50.66165
receive,46.89515
receive,56.29586
receive,54.03502
receive,45.17902
receive,52.63133
send,47.07283
send,50.06738
receive,54.75640
receive,46.88866
receive,54.07227
receive,52.88609
send,45.94308
send,49.62705
receive,54.56812
receive,46.54303
receive,53.13897
receive,55.31523
receive,53.15166
send,49.42597
send,50.46249
receive,54.24571
send,45.17816
receive,54.10410
receive,50.09602
receive,46.32380
send,47.83211
send,50.13860
send,50.17794
receive,46.94839
receive,54.09457
receive,45.96751
receive,54.59721
receive,54.34243
receive,46.58612
receive,50.82370
receive,50.60397
receive,45.70197
receive,52.02384
receive,45.46733
receive,52.84175
send,45.72793
send,45.41222
send,46.10025
send,49.79544
receive,54.63655
receive,46.80814
receive,54.20125
receive,52.55697
send,46.85383
send,50.53450
receive,54.07656
receive,46.21730
receive,54.15294
receive,52.70234
send,45.82239
send,50.42003
receive,54.83813
receive,46.18355
send,50.69937
send,50.86509
receive,45.32344
receive,54.58600
receive,54.06412
receive,45.65016
receive,46.12356
receive,50.00927
receive,50.73652
receive,45.66610
send,46.19125
send,47.73346
send,48.95633
send,48.18000
receive,45.70624
receive,54.94767
receive,54.91412
receive,54.02443
receive,54.45213
receive,54.42955
receive,46.92648
receive,50.35545
receive,46.91636
receive,52.40965
receive,52.79154
receive,45.09951
send,45.07824
receive,50.29105
send,46.94089
receive,46.23657
receive,52.55427
send,46.81621
send,47.41352
send,47.15058
send,47.43834
send,50.64733
receive,54.55861
receive,52.92644
receive,46.13362
send,49.45875
receive,54.04492
receive,46.46952
receive,46.74988
receive,52.84475
send,48.03831
send,48.18440
receive,45.73274
receive,54.22606
receive,54.99781
receive,46.46375
receive,46.09026
receive,50.32273
receive,46.69396
receive,50.30169
send,47.92065
send,47.81532
receive,54.12790
receive,56.01388
receive,54.32663
send,51.98344
send,49.90362
receive,45.62244
receive,56.10151
send,48.34999
receive,54.48499
send,48.74088
receive,54.88544
receive,46.93129
receive,46.35394
receive,50.20557
receive,46.67037
receive,46.51337
receive,45.40102
send,45.73313
send,53.16820
send,52.02836
receive,51.04125
send,46.50974
send,50.72133
receive,45.00044
receive,56.58123
receive,45.73560
send,53.59782
send,50.68200
receive,46.99123
receive,56.86365
receive,45.36339
receive,53.13922
receive,56.12679
receive,53.01983
send,49.18711
send,48.94580
send,46.32438
send,48.76129
receive,54.58806
receive,54.89263
receive,46.93762
receive,45.88485
receive,50.68979
receive,45.38918
receive,45.90838
send,45.36115
send,47.30037
receive,46.39036
receive,50.24247
send,47.78483
receive,70.39938
receive,71.79002
receive,70.77107
receive,56.06939
receive,55.11457
receive,56.90812
receive,56.02492
receive,55.34068
receive,55.93850
send,51.99947
send,51.00629
send,51.37735
receive,72.22314
send,53.39859
receive,70.56766
receive,73.96509
send,53.77220
receive,56.29084
send,51.89904
receive,56.28052
receive,55.61112
receive,55.88859
receive,55.50980
receive,56.94941
receive,54.24090
receive,56.47537
receive,54.57514
send,53.46500
send,50.80657
receive,45.50109
receive,54.21564
receive,54.07108
receive,54.71841
receive,54.73196
receive,55.65470
receive,50.40553
receive,46.37185
receive,52.76472
receive,52.23290
receive,45.02954
send,47.98547
send,45.91029
send,45.78051
send,50.02516
receive,54.51621
send,53.61634
receive,46.27920
send,49.35642
receive,46.04623
receive,56.64968
send,49.08932
receive,54.61947
receive,46.08955
receive,45.37007
send,53.85807
send,50.25824
receive,46.65082
receive,55.39432
receive,54.67654
receive,46.43015
receive,52.71785
send,47.64747
send,50.03072
receive,54.29772
receive,46.80682
receive,54.07314
receive,52.05382
send,47.28740
send,50.54680
receive,54.38549
receive,46.73489
receive,52.04313
receive,56.23474
receive,52.00922
send,49.20805
send,50.27350
receive,54.87889
send,47.57358
receive,54.69445
receive,50.91927
receive,46.13396
send,46.07196
send,50.49721
send,50.16150
receive,46.57761
receive,54.87031
receive,54.55350
receive,46.20725
receive,54.47950
receive,45.48617
receive,50.21820
receive,50.68088
receive,46.11021
receive,46.43335
receive,52.49220
send,46.12830
send,47.88864
receive,45.26582
send,47.75594
send,47.23443
receive,52.34802
send,45.31679
send,45.82302
send,49.79222
send,47.65831
receive,54.20130
receive,45.56069
receive,54.95459
receive,52.37163
send,45.24552
send,49.64266
receive,54.59542
receive,45.82007
receive,54.61003
receive,56.68779
receive,54.67868
receive,54.81148
send,51.82548
send,49.49195
send,48.44756
receive,46.61375
receive,56.94120
receive,45.00164
receive,52.35586
receive,46.37521
receive,45.51871
send,45.90560
receive,46.55657
send,48.00480
receive,50.60890
receive,46.78923
receive,52.23164
receive,54.41336
receive,54.62465
receive,54.08691
send,47.17764
send,47.61133
receive,45.89884
send,47.47192
receive,52.61761
receive,50.47398
receive,45.66600
receive,52.08799
send,53.03244
send,46.26177
send,46.91337
send,50.45238
send,50.91127
receive,45.91824
receive,54.83740
receive,56.94584
receive,45.31189
receive,46.05569
send,49.34513
receive,54.07749
send,53.39236
receive,45.47143
receive,54.64934
send,50.95045
receive,45.32270
receive,56.73181
receive,52.64237
send,46.93639
receive,46.19356
send,49.11065
receive,54.19459
receive,46.16598
receive,50.04874
send,47.25010
receive,46.43682
send,45.62354
receive,45.06836
receive,52.05832
send,48.61425
receive,54.20667
receive,54.33330
receive,51.60683
receive,46.14868
send,47.59210
receive,52.99198
receive,56.01867
receive,52.42130
send,49.92106
send,48.28761
send,45.42599
receive,46.56457
send,48.39016
receive,54.95865
receive,45.15107
receive,54.07374
receive,46.63246
receive,50.02278
receive,51.63155
receive,46.74359
send,47.68674
send,45.53752
send,48.44490
send,48.53890
send,48.13808
receive,54.90801
receive,46.32624
receive,45.31513
receive,50.09429
receive,50.02267
send,45.72018
receive,46.36221
send,45.49768
send,47.43954
send,48.68669
receive,54.94206
receive,54.16223
send,48.80063
receive,46.70912
receive,50.69093
receive,46.14802
receive,46.89514
receive,45.99902
send,47.32921
receive,50.86638
send,45.26371
send,49.48602
receive,54.52077
receive,54.68055
receive,52.52665
receive,46.87649
send,47.82071
send,50.82407
receive,54.22803
receive,54.33345
receive,53.32231
receive,46.51548
send,47.24802
send,50.39694
receive,54.55484
receive,45.43400
send,49.25033
receive,54.59820
receive,46.26002
receive,54.80065
receive,55.92843
receive,54.48157
send,52.39172
send,50.94174
send,50.18235
receive,45.79449
receive,54.64850
receive,54.65772
receive,54.92700
receive,54.04498
receive,55.42297
receive,50.46302
receive,45.44695
receive,52.98595
receive,46.09675
send,46.05387
send,46.22021
send,50.75045
receive,54.01143
send,52.58419
send,49.87831
receive,46.30719
receive,45.39901
receive,55.48683
receive,54.11176
receive,45.30179
receive,46.36341
send,50.81909
receive,45.47298
receive,56.04353
receive,54.75004
receive,46.83063
receive,52.76242
receive,54.85884
receive,45.01387
receive,54.47813
receive,52.71949
send,45.54258
send,50.36395
receive,54.15485
receive,46.01158
receive,52.94227
receive,55.77702
receive,53.10793
send,49.76148
send,50.93241
receive,54.08944
send,46.00133
receive,54.96712
receive,50.74278
receive,45.87486
send,46.39421
send,50.37170
receive,54.49178
receive,54.31199
send,50.20962
receive,54.45585
receive,54.38190
receive,50.60189
receive,46.29764
receive,45.33638
receive,52.79714
receive,46.49881
send,46.47878
send,45.62544
receive,46.55049
receive,46.10665
send,49.37558
receive,50.75426
receive,54.54641
receive,46.89565
receive,52.91643
send,47.76511
send,46.10522
send,46.66028
receive,52.82230
receive,46.68604
send,47.66441
receive,54.83219
receive,52.73346
send,45.98516
send,50.49590
receive,54.03291
receive,46.60802
receive,54.69642
receive,52.91889
send,46.74396
send,49.81570
receive,54.31667
receive,45.88045
send,50.24234
receive,54.60513
receive,54.28952
send,50.77572
receive,45.93047
receive,50.82908
receive,45.85644
receive,46.44982
send,45.55017
receive,45.50573
receive,45.62832
receive,50.64669
send,45.08592
send,48.21592
receive,46.44883
send,48.90005
receive,45.59093
receive,54.07788
receive,54.52032
receive,45.50252
receive,54.18926
receive,54.05723
receive,50.67468
receive,50.45095
receive,45.10687
receive,52.24902
receive,45.76324
receive,52.40146
receive,52.36908
receive,46.50630
send,46.11084
receive,52.83322
send,45.85529
send,45.54424
send,46.80719
send,49.19103
receive,54.15336
receive,45.80466
send,49.67045
receive,54.38212
receive,45.61660
receive,46.68475
receive,52.40385
send,48.07770
receive,54.74823
receive,54.04561
send,48.14376
receive,45.61285
receive,50.60495
receive,46.61276
receive,46.05582
receive,46.69281
send,45.15501
receive,50.24955
send,46.15359
receive,54.31118
receive,56.91349
receive,54.23680
send,53.11064
send,50.59196
send,48.26359
receive,45.76311
receive,46.44745
receive,54.36661
receive,54.87355
receive,55.91131
send,48.99567
receive,50.86149
receive,46.54751
receive,46.35071
receive,45.75688
receive,45.61677
receive,45.07700
send,46.52146
receive,50.17299
send,46.13006
send,52.67032
send,49.60855
receive,45.64965
receive,55.93101
receive,45.95704
send,52.93905
send,49.40809
receive,46.63116
receive,55.63719
receive,46.05684
receive,53.69089
receive,55.20448
receive,52.66999
send,49.64346
send,48.31370
receive,54.07887
send,45.10845
receive,54.81851
send,48.79521
receive,46.40161
receive,50.47683
receive,46.39250
receive,45.74301
receive,45.89657
receive,50.10440
send,46.02575
send,49.20088
receive,45.62226
receive,45.08507
receive,45.65453
receive,53.79902
send,46.04039
send,50.55274
receive,46.88014
receive,46.70011
receive,46.14730
receive,52.58493
send,47.30284
receive,50.70832
receive,56.55446
receive,50.00967
send,53.04663
send,50.88888
receive,46.57248
receive,55.04253
receive,46.87120
receive,54.19315
receive,46.02851
receive,45.23953
receive,54.23601
receive,54.99073
receive,54.11756
receive,56.10927
receive,50.84293
receive,52.33931
receive,52.39666
receive,45.94518
receive,45.47687
receive,54.91912
receive,53.89376
receive,54.98500
send,47.95947
receive,45.46485
receive,45.29665
receive,54.34267
receive,46.10487
receive,54.80283
receive,46.82992
receive,54.06630
receive,50.71788
receive,50.23683
receive,45.35388
receive,52.77544
receive,46.92092
receive,52.40816
receive,54.44057
receive,54.29218
receive,54.85704
receive,55.41321
receive,52.43195
receive,54.75917
receive,54.29924
receive,45.72950
send,48.21918
receive,45.84248
receive,46.93117
receive,45.49170
send,48.43898
receive,51.27981
send,50.03177
receive,54.37065
receive,46.12942
receive,54.64160
receive,54.79151
receive,55.17024
receive,56.19437
receive,51.86570
receive,45.54790
receive,52.01716
send,46.44402
send,46.46799
receive,45.29078
send,45.25038
send,45.02521
receive,45.19876
receive,52.72127
send,47.64643
receive,46.51114
receive,52.68684
send,50.62839
send,53.14040
receive,54.56647
receive,45.96072
send,45.86281
send,50.43136
receive,54.83680
send,50.15408
receive,46.79823
receive,46.93376
receive,56.96273
receive,46.24889
send,51.03710
receive,46.38172
receive,52.62023
send,53.35647
receive,52.91372
receive,56.67642
receive,52.34369
send,49.90889
send,48.60541
send,50.27299
send,48.84622
receive,54.89726
send,49.33463
receive,46.54849
receive,46.10665
send,46.97411
receive,45.15498
receive,56.56121
receive,50.86944
receive,46.64495
receive,56.92658
receive,54.57160
receive,46.40270
receive,45.98602
receive,45.38924
send,45.97135
receive,45.80472
send,46.03192
send,48.57131
receive,54.97882
receive,54.35812
send,48.99619
receive,46.73131
receive,50.60207
receive,45.13175
receive,45.54738
send,45.29871
receive,46.76368
receive,50.17773
send,46.99788
send,48.26993
receive,45.98415
send,48.25798
receive,54.59054
receive,45.35513
receive,54.43521
receive,46.55981
receive,51.78860
receive,50.22183
receive,45.35529
send,45.36638
send,46.02283
receive,54.07186
receive,56.23855
receive,54.22252
send,53.51078
send,49.99079
receive,46.69460
receive,54.47983
receive,54.57845
receive,54.47665
receive,54.58916
receive,56.84958
receive,50.76499
receive,46.20653
receive,52.02954
receive,52.96685
receive,46.96022
send,46.89841
send,47.16962
send,47.01038
send,50.09002
send,53.36359
receive,54.82136
receive,46.41767
